precipitation,temp_max,temp_min,wind,month,year,day,day_of_week,weather_drizzle,weather_fog,weather_rain,weather_snow,weather_sun
3.6,8.9,6.7,3.9,1,2013,30,2,False,False,True,False,False
3.0,9.4,7.2,4.0,1,2013,31,3,False,False,True,False,False
0.3,11.7,5.0,2.9,2,2013,1,4,False,False,True,False,False
0.0,6.1,2.8,2.0,2,2013,2,5,True,False,False,False,False
2.3,8.9,2.8,2.9,2,2013,3,6,False,False,True,False,False
0.0,10.6,6.7,2.6,2,2013,4,0,False,False,True,False,False
3.3,10.0,6.7,5.1,2,2013,5,1,False,False,True,False,False
1.0,10.6,6.1,4.5,2,2013,6,2,False,False,True,False,False
1.3,9.4,3.3,4.1,2,2013,7,3,False,False,True,False,False
0.0,7.8,2.2,1.3,2,2013,8,4,False,False,False,False,True
0.3,8.3,4.4,1.3,2,2013,9,5,False,False,True,False,False
0.0,8.9,1.7,2.0,2,2013,10,6,True,False,False,False,False
0.3,8.3,4.4,1.4,2,2013,11,0,False,False,True,False,False
1.0,11.1,7.2,5.6,2,2013,12,1,False,False,True,False,False
2.3,9.4,7.2,4.1,2,2013,13,2,False,False,True,False,False
1.0,9.4,5.6,2.2,2,2013,14,3,False,False,True,False,False
0.0,13.3,5.0,2.4,2,2013,15,4,True,False,False,False,False
0.0,11.1,3.9,5.6,2,2013,16,5,False,False,True,False,False
0.0,9.4,4.4,3.4,2,2013,17,6,False,False,True,False,False
0.0,7.8,3.9,1.9,2,2013,18,0,False,False,True,False,False
0.0,10.6,1.7,3.4,2,2013,19,1,False,False,False,False,True
1.5,7.8,1.1,2.1,2,2013,20,2,False,False,True,False,False
0.5,6.7,3.9,6.2,2,2013,21,3,False,False,True,False,False
9.4,7.8,3.9,8.1,2,2013,22,4,False,False,True,False,False
0.3,10.0,3.9,4.6,2,2013,23,5,False,False,True,False,False
0.0,8.9,5.0,5.5,2,2013,24,6,False,False,True,False,False
2.3,10.6,3.3,7.1,2,2013,25,0,False,False,True,False,False
0.5,8.9,3.9,3.8,2,2013,26,1,False,False,True,False,False
4.6,10.0,4.4,1.8,2,2013,27,2,False,False,True,False,False
8.1,11.7,6.7,3.8,2,2013,28,3,False,False,True,False,False
4.1,15.0,11.1,5.4,3,2013,1,4,False,False,True,False,False
0.8,13.9,5.0,4.5,3,2013,2,5,False,False,True,False,False
0.0,11.1,2.2,2.8,3,2013,3,6,False,False,False,False,True
0.0,13.3,0.0,3.9,3,2013,4,0,False,False,False,False,True
0.0,9.4,6.1,2.4,3,2013,5,1,False,False,True,False,False
11.9,7.2,5.0,4.1,3,2013,6,2,False,False,True,False,False
7.4,12.2,5.0,2.5,3,2013,7,3,False,False,True,False,False
0.0,11.7,2.2,2.6,3,2013,8,4,True,False,False,False,False
0.0,12.8,1.1,1.3,3,2013,9,5,False,True,False,False,False
0.8,7.8,3.9,1.6,3,2013,10,6,False,False,True,False,False
1.3,10.6,6.1,1.1,3,2013,11,0,False,False,True,False,False
2.0,12.8,10.0,5.7,3,2013,12,1,False,False,True,False,False
2.3,11.7,9.4,3.7,3,2013,13,2,False,False,True,False,False
2.8,11.7,9.4,3.0,3,2013,14,3,False,False,True,False,False
0.0,14.4,8.9,4.3,3,2013,15,4,False,False,True,False,False
4.3,10.6,4.4,6.4,3,2013,16,5,False,False,True,False,False
0.0,8.9,3.9,6.1,3,2013,17,6,False,False,False,False,True
0.0,11.7,3.9,5.9,3,2013,18,0,False,False,True,False,False
11.7,12.8,1.7,3.4,3,2013,19,1,False,False,True,False,False
9.9,11.1,4.4,7.6,3,2013,20,2,False,False,True,False,False
8.1,10.0,2.2,4.9,3,2013,21,3,False,False,False,True,False
0.0,9.4,0.6,2.2,3,2013,22,4,False,False,False,False,True
0.0,10.0,1.1,2.6,3,2013,23,5,False,False,False,False,True
0.0,12.2,0.6,2.1,3,2013,24,6,False,False,False,False,True
0.0,16.7,4.4,2.8,3,2013,25,0,False,False,False,False,True
0.0,16.7,6.1,1.7,3,2013,26,1,False,False,False,False,True
0.3,13.3,7.2,1.6,3,2013,27,2,False,False,True,False,False
2.0,16.1,8.3,1.3,3,2013,28,3,False,False,True,False,False
0.0,18.3,7.8,2.5,3,2013,29,4,False,False,True,False,False
0.0,20.0,5.6,4.4,3,2013,30,5,True,False,False,False,False
0.0,20.6,6.7,2.9,3,2013,31,6,False,False,False,False,True
0.0,17.2,8.3,3.6,4,2013,1,0,False,False,False,False,True
0.0,13.9,8.9,2.2,4,2013,2,1,False,False,False,False,True
0.0,16.7,7.8,1.6,4,2013,3,2,False,False,False,False,True
8.4,14.4,10.0,3.0,4,2013,4,3,False,False,True,False,False
18.5,13.9,10.0,5.6,4,2013,5,4,False,False,True,False,False
12.7,12.2,7.2,5.0,4,2013,6,5,False,False,True,False,False
39.1,8.3,5.0,3.9,4,2013,7,6,False,False,True,False,False
0.8,13.3,6.1,3.1,4,2013,8,0,False,False,True,False,False
0.0,12.2,6.1,2.4,4,2013,9,1,False,False,False,False,True
9.4,15.0,8.9,6.4,4,2013,10,2,False,False,True,False,False
1.5,12.2,6.7,3.8,4,2013,11,3,False,False,True,False,False
9.7,7.8,4.4,4.6,4,2013,12,4,False,False,True,False,False
9.4,10.6,3.3,5.7,4,2013,13,5,False,False,True,False,False
5.8,12.8,4.4,2.3,4,2013,14,6,False,False,True,False,False
0.0,13.9,4.4,2.4,4,2013,15,0,False,True,False,False,False
0.3,13.9,3.3,2.6,4,2013,16,1,False,False,True,False,False
0.0,15.0,3.9,3.3,4,2013,17,2,True,False,False,False,False
5.3,11.7,6.7,4.0,4,2013,18,3,False,False,True,False,False
20.6,13.3,9.4,4.9,4,2013,19,4,False,False,True,False,False
0.0,13.9,8.3,5.8,4,2013,20,5,False,False,False,False,True
3.3,12.2,6.7,4.1,4,2013,21,6,False,False,True,False,False
0.0,16.1,5.0,4.3,4,2013,22,0,False,False,False,False,True
0.0,17.8,3.9,2.8,4,2013,23,1,False,False,False,False,True
0.0,21.1,6.1,3.0,4,2013,24,2,False,False,False,False,True
0.0,21.7,6.7,1.1,4,2013,25,3,False,False,False,False,True
0.0,20.6,8.3,2.2,4,2013,26,4,False,True,False,False,False
0.0,13.9,10.6,5.9,4,2013,27,5,False,False,False,False,True
1.0,15.0,9.4,5.2,4,2013,28,6,False,False,True,False,False
3.8,13.9,6.7,4.2,4,2013,29,0,False,False,True,False,False
0.0,12.8,4.4,2.4,4,2013,30,1,False,False,False,False,True
0.0,18.3,3.3,3.1,5,2013,1,2,False,False,False,False,True
0.0,20.6,6.7,4.0,5,2013,2,3,False,False,False,False,True
0.0,21.7,9.4,4.9,5,2013,3,4,False,False,False,False,True
0.0,25.0,11.1,6.5,5,2013,4,5,False,False,False,False,True
0.0,28.9,11.7,5.3,5,2013,5,6,False,False,False,False,True
0.0,30.6,12.2,2.0,5,2013,6,0,False,False,False,False,True
0.0,20.6,11.1,3.3,5,2013,7,1,False,False,False,False,True
0.0,19.4,11.1,1.9,5,2013,8,2,False,False,False,False,True
0.0,22.8,10.0,1.3,5,2013,9,3,False,False,False,False,True
0.0,26.1,9.4,1.0,5,2013,10,4,False,False,False,False,True
0.0,27.2,12.2,2.6,5,2013,11,5,False,False,False,False,True
6.6,21.7,13.9,3.9,5,2013,12,6,False,False,True,False,False
3.3,18.9,9.4,5.0,5,2013,13,0,False,False,True,False,False
0.0,18.3,7.8,2.4,5,2013,14,1,False,False,False,False,True
1.0,17.2,8.9,2.3,5,2013,15,2,False,False,True,False,False
0.0,21.7,12.2,2.7,5,2013,16,3,False,True,False,False,False
0.5,17.2,11.7,3.7,5,2013,17,4,False,False,True,False,False
0.0,16.7,11.1,2.9,5,2013,18,5,False,False,False,False,True
0.0,18.3,10.6,2.3,5,2013,19,6,False,False,False,False,True
0.0,19.4,9.4,1.8,5,2013,20,0,False,False,False,False,True
13.7,15.6,8.3,4.8,5,2013,21,1,False,False,True,False,False
13.7,11.1,7.2,3.0,5,2013,22,2,False,False,True,False,False
4.1,12.2,6.7,1.9,5,2013,23,3,False,False,True,False,False
0.3,16.7,8.9,2.7,5,2013,24,4,False,False,True,False,False
0.0,17.8,10.0,2.7,5,2013,25,5,False,False,False,False,True
1.5,18.3,10.6,2.2,5,2013,26,6,False,False,True,False,False
9.7,16.7,11.1,3.1,5,2013,27,0,False,False,True,False,False
0.5,17.2,11.7,2.8,5,2013,28,1,False,False,True,False,False
5.6,16.1,9.4,4.0,5,2013,29,2,False,False,True,False,False
0.0,16.7,9.4,5.3,5,2013,30,3,False,False,False,False,True
0.0,19.4,11.1,2.5,5,2013,31,4,False,False,False,False,True
0.0,22.8,12.2,2.5,6,2013,1,5,False,False,False,False,True
1.0,20.6,12.2,3.1,6,2013,2,6,False,False,True,False,False
0.0,22.2,11.1,2.9,6,2013,3,0,False,False,False,False,True
0.0,26.1,12.2,3.4,6,2013,4,1,False,False,False,False,True
0.0,26.7,14.4,3.1,6,2013,5,2,False,False,False,False,True
0.0,26.7,12.2,2.5,6,2013,6,3,False,False,False,False,True
0.0,21.7,13.3,3.2,6,2013,7,4,False,False,False,False,True
0.0,20.6,12.8,3.1,6,2013,8,5,False,False,False,False,True
0.0,20.6,11.1,3.7,6,2013,9,6,False,False,False,False,True
0.0,21.7,11.7,3.2,6,2013,10,0,False,False,False,False,True
0.0,20.0,10.0,5.7,6,2013,11,1,False,False,False,False,True
0.3,20.6,11.7,4.2,6,2013,12,2,False,False,True,False,False
0.0,21.1,11.7,2.6,6,2013,13,3,False,False,False,False,True
0.0,20.0,12.2,3.7,6,2013,14,4,False,False,False,False,True
0.0,25.6,10.0,2.9,6,2013,15,5,False,False,False,False,True
0.0,23.9,12.8,3.4,6,2013,16,6,False,False,False,False,True
0.0,25.6,13.9,3.0,6,2013,17,0,False,False,False,False,True
0.3,23.3,13.3,3.4,6,2013,18,1,False,False,True,False,False
0.0,20.0,12.8,3.7,6,2013,19,2,False,False,False,False,True
3.0,17.2,12.8,5.0,6,2013,20,3,False,False,True,False,False
0.3,20.6,12.2,1.5,6,2013,21,4,False,False,True,False,False
0.0,25.6,11.7,1.7,6,2013,22,5,False,False,False,False,True
7.9,22.2,15.0,2.1,6,2013,23,6,False,False,True,False,False
4.8,21.1,13.9,3.7,6,2013,24,0,False,False,True,False,False
9.9,23.3,14.4,2.8,6,2013,25,1,False,False,True,False,False
2.0,22.2,15.0,2.3,6,2013,26,2,False,False,True,False,False
3.6,21.1,16.7,1.3,6,2013,27,3,False,False,True,False,False
0.0,30.6,16.1,2.2,6,2013,28,4,False,False,False,False,True
0.0,30.0,18.3,1.7,6,2013,29,5,False,False,False,False,True
0.0,33.9,17.2,2.5,6,2013,30,6,False,False,False,False,True
0.0,31.7,18.3,2.3,7,2013,1,0,False,False,False,False,True
0.0,28.3,15.6,3.0,7,2013,2,1,False,False,False,False,True
0.0,26.1,16.7,3.2,7,2013,3,2,False,False,False,False,True
0.0,21.7,13.9,2.2,7,2013,4,3,False,True,False,False,False
0.0,23.3,13.9,2.6,7,2013,5,4,False,False,False,False,True
0.0,26.1,13.3,2.2,7,2013,6,5,False,False,False,False,True
0.0,23.9,13.9,2.9,7,2013,7,6,False,False,False,False,True
0.0,26.7,13.3,2.8,7,2013,8,0,False,False,False,False,True
0.0,30.0,15.0,2.5,7,2013,9,1,False,False,False,False,True
0.0,22.2,13.9,2.6,7,2013,10,2,False,False,False,False,True
0.0,22.8,12.2,3.0,7,2013,11,3,False,False,False,False,True
0.0,19.4,13.3,2.2,7,2013,12,4,False,False,False,False,True
0.0,26.1,11.1,3.1,7,2013,13,5,False,False,False,False,True
0.0,27.8,12.8,3.0,7,2013,14,6,False,False,False,False,True
0.0,27.8,14.4,4.6,7,2013,15,0,False,False,False,False,True
0.0,31.1,18.3,4.1,7,2013,16,1,False,False,False,False,True
0.0,22.2,15.0,3.7,7,2013,17,2,False,False,False,False,True
0.0,26.1,13.9,2.0,7,2013,18,3,False,False,False,False,True
0.0,27.8,13.3,1.9,7,2013,19,4,False,False,False,False,True
0.0,25.0,13.3,2.0,7,2013,20,5,False,False,False,False,True
0.0,23.9,12.8,2.3,7,2013,21,6,False,False,False,False,True
0.0,26.1,13.3,2.4,7,2013,22,0,False,True,False,False,False
0.0,31.1,13.9,3.0,7,2013,23,1,False,False,False,False,True
0.0,31.1,14.4,2.5,7,2013,24,2,False,False,False,False,True
0.0,31.1,12.8,2.3,7,2013,25,3,False,False,False,False,True
0.0,31.1,14.4,2.9,7,2013,26,4,False,False,False,False,True
0.0,25.6,12.8,2.6,7,2013,27,5,False,False,False,False,True
0.0,21.1,12.2,3.4,7,2013,28,6,False,True,False,False,False
0.0,25.0,13.3,1.4,7,2013,29,0,False,False,False,False,True
0.0,25.0,13.3,2.8,7,2013,30,1,False,False,False,False,True
0.0,21.7,13.3,1.8,7,2013,31,2,False,False,False,False,True
0.0,20.6,13.3,3.9,8,2013,1,3,False,False,False,False,True
2.0,17.2,15.0,2.0,8,2013,2,4,False,False,True,False,False
0.0,25.0,15.6,2.4,8,2013,3,5,False,True,False,False,False
0.0,28.9,15.0,3.4,8,2013,4,6,False,False,False,False,True
0.0,30.0,15.0,2.1,8,2013,5,0,False,False,False,False,True
0.0,30.6,13.9,1.4,8,2013,6,1,False,False,False,False,True
0.0,31.1,13.9,1.9,8,2013,7,2,False,False,False,False,True
0.0,28.3,14.4,2.5,8,2013,8,3,False,False,False,False,True
0.0,28.3,14.4,2.1,8,2013,9,4,False,False,False,False,True
2.3,25.6,15.0,2.9,8,2013,10,5,False,False,True,False,False
0.0,25.0,14.4,2.9,8,2013,11,6,False,False,False,False,True
0.0,25.6,16.1,1.9,8,2013,12,0,False,False,False,False,True
0.0,27.8,15.0,1.8,8,2013,13,1,False,False,False,False,True
0.8,27.2,15.0,2.0,8,2013,14,2,False,False,True,False,False
1.8,21.1,17.2,1.0,8,2013,15,3,False,False,True,False,False
0.0,28.9,16.1,2.2,8,2013,16,4,False,True,False,False,False
0.0,25.6,17.2,3.0,8,2013,17,5,False,False,False,False,True
0.0,26.1,15.6,3.1,8,2013,18,6,False,False,False,False,True
0.0,26.7,15.6,3.0,8,2013,19,0,False,False,False,False,True
0.0,25.6,16.1,4.6,8,2013,20,1,False,False,False,False,True
0.0,27.8,15.0,4.3,8,2013,21,2,False,False,False,False,True
0.0,28.9,15.0,1.9,8,2013,22,3,False,False,False,False,True
0.0,25.0,16.1,4.1,8,2013,23,4,False,False,False,False,True
0.0,25.0,16.7,2.7,8,2013,24,5,False,False,False,False,True
0.3,22.2,16.1,2.6,8,2013,25,6,False,False,True,False,False
1.0,24.4,16.1,1.9,8,2013,26,0,False,False,True,False,False
1.3,26.7,17.2,1.4,8,2013,27,1,False,False,True,False,False
5.6,26.7,15.6,1.3,8,2013,28,2,False,False,True,False,False
19.3,23.9,18.3,3.0,8,2013,29,3,False,False,True,False,False
0.0,26.1,16.1,2.9,8,2013,30,4,False,False,False,False,True
0.0,27.8,13.9,2.6,8,2013,31,5,False,False,False,False,True
0.0,27.8,15.6,2.5,9,2013,1,6,False,False,False,False,True
0.0,27.8,17.2,2.1,9,2013,2,0,False,False,False,False,True
2.3,25.0,16.7,1.7,9,2013,3,1,False,False,True,False,False
0.3,22.8,16.1,2.4,9,2013,4,2,False,False,True,False,False
27.7,20.0,15.6,2.5,9,2013,5,3,False,False,True,False,False
21.3,21.7,16.1,2.6,9,2013,6,4,False,False,True,False,False
0.0,23.3,17.2,2.0,9,2013,7,5,False,False,False,False,True
0.0,26.7,14.4,1.5,9,2013,8,6,False,True,False,False,False
0.0,26.1,13.9,2.1,9,2013,9,0,False,False,False,False,True
0.0,26.7,15.0,3.7,9,2013,10,1,False,False,False,False,True
0.0,33.9,16.1,2.4,9,2013,11,2,False,False,False,False,True
0.0,25.6,15.0,1.7,9,2013,12,3,False,False,False,False,True
0.0,18.9,15.6,2.0,9,2013,13,4,False,False,False,False,True
0.0,21.7,15.6,1.4,9,2013,14,5,False,True,False,False,False
3.3,18.9,14.4,2.2,9,2013,15,6,False,False,True,False,False
0.3,21.7,15.0,4.3,9,2013,16,0,False,False,True,False,False
0.0,17.8,13.9,2.3,9,2013,17,1,False,False,False,False,True
0.0,21.1,13.3,2.5,9,2013,18,2,False,False,False,False,True
0.0,25.6,10.0,1.5,9,2013,19,3,False,False,False,False,True
3.6,23.3,13.3,3.0,9,2013,20,4,False,False,True,False,False
0.0,21.1,13.3,2.5,9,2013,21,5,False,False,False,False,True
13.5,17.2,13.3,5.5,9,2013,22,6,False,False,True,False,False
2.8,16.1,11.1,4.5,9,2013,23,0,False,False,True,False,False
0.0,17.8,10.0,2.6,9,2013,24,1,False,False,False,False,True
2.0,16.1,9.4,3.0,9,2013,25,2,False,False,True,False,False
0.0,17.2,7.2,2.2,9,2013,26,3,False,False,False,False,True
1.0,13.9,10.6,4.3,9,2013,27,4,False,False,True,False,False
43.4,16.7,11.7,6.0,9,2013,28,5,False,False,True,False,False
16.8,14.4,11.1,7.1,9,2013,29,6,False,False,True,False,False
18.5,13.9,10.0,6.3,9,2013,30,0,False,False,True,False,False
7.9,14.4,8.9,4.7,10,2013,1,1,False,False,True,False,False
5.3,12.8,9.4,2.4,10,2013,2,2,False,False,True,False,False
0.8,14.4,8.9,0.9,10,2013,3,3,False,False,True,False,False
0.0,17.8,5.6,1.1,10,2013,4,4,False,False,False,False,True
0.0,20.0,8.3,1.6,10,2013,5,5,False,False,False,False,True
4.1,22.8,7.8,2.6,10,2013,6,6,False,False,True,False,False
0.5,16.1,11.7,6.3,10,2013,7,0,False,False,True,False,False
6.9,13.9,7.8,3.0,10,2013,8,1,False,False,True,False,False
0.0,15.0,5.6,1.6,10,2013,9,2,False,False,False,False,True
1.0,14.4,8.3,1.7,10,2013,10,3,False,False,True,False,False
9.1,13.9,10.6,1.0,10,2013,11,4,False,False,True,False,False
1.0,14.4,8.9,2.2,10,2013,12,5,False,False,True,False,False
0.0,15.0,6.7,1.8,10,2013,13,6,False,True,False,False,False
0.0,15.6,3.9,1.6,10,2013,14,0,False,False,False,False,True
0.0,15.6,5.0,0.9,10,2013,15,1,False,False,False,False,True
0.0,12.8,8.9,2.7,10,2013,16,2,False,True,False,False,False
0.0,14.4,8.9,1.7,10,2013,17,3,False,True,False,False,False
0.0,12.8,7.2,1.2,10,2013,18,4,False,False,False,False,True
0.0,10.6,7.8,1.4,10,2013,19,5,False,False,False,False,True
0.0,10.6,7.8,2.4,10,2013,20,6,False,False,False,False,True
0.0,11.7,8.3,2.5,10,2013,21,0,False,False,False,False,True
0.0,14.4,7.2,1.9,10,2013,22,1,False,False,False,False,True
0.0,12.8,6.1,0.4,10,2013,23,2,False,False,False,False,True
0.0,10.0,6.1,0.6,10,2013,24,3,False,False,False,False,True
0.0,12.2,7.8,1.8,10,2013,25,4,False,False,False,False,True
0.0,11.7,8.3,2.7,10,2013,26,5,False,False,False,False,True
1.8,13.9,8.3,4.4,10,2013,27,6,False,False,True,False,False
0.0,14.4,7.2,5.1,10,2013,28,0,False,False,False,False,True
0.0,13.3,3.3,2.2,10,2013,29,1,False,False,False,False,True
0.5,15.0,5.6,3.9,10,2013,30,2,False,False,True,False,False
0.3,14.4,10.6,2.2,10,2013,31,3,False,False,True,False,False
1.3,17.8,11.7,1.4,11,2013,1,4,False,False,True,False,False
12.7,14.4,8.3,7.9,11,2013,2,5,False,False,True,False,False
0.5,12.2,4.4,2.4,11,2013,3,6,False,False,True,False,False
0.0,10.6,3.9,1.6,11,2013,4,0,True,False,False,False,False
2.5,13.3,7.2,3.1,11,2013,5,1,False,False,True,False,False
3.8,12.8,7.8,1.7,11,2013,6,2,False,False,True,False,False
30.0,11.1,10.0,7.2,11,2013,7,3,False,False,True,False,False
0.0,13.3,7.2,4.1,11,2013,8,4,False,False,False,False,True
1.8,11.1,5.0,1.4,11,2013,9,5,False,False,True,False,False
0.0,11.1,8.3,4.4,11,2013,10,6,False,False,False,False,True
0.0,16.1,6.1,2.6,11,2013,11,0,False,True,False,False,False
4.1,15.6,8.9,2.2,11,2013,12,1,False,False,True,False,False
0.0,13.9,10.6,3.8,11,2013,13,2,False,False,False,False,True
1.3,11.1,6.1,1.1,11,2013,14,3,False,False,True,False,False
3.0,10.6,7.2,6.0,11,2013,15,4,False,False,True,False,False
0.0,10.0,5.0,4.6,11,2013,16,5,False,False,False,False,True
5.3,11.7,7.2,5.4,11,2013,17,6,False,False,True,False,False
26.2,12.8,9.4,3.9,11,2013,18,0,False,False,True,False,False
1.0,13.3,4.4,5.1,11,2013,19,1,False,False,True,False,False
0.0,7.8,1.7,4.3,11,2013,20,2,False,False,False,False,True
0.0,7.8,-0.5,3.6,11,2013,21,3,False,False,False,False,True
0.0,9.4,0.0,4.6,11,2013,22,4,False,False,False,False,True
0.0,11.1,1.1,2.6,11,2013,23,5,False,False,False,False,True
0.0,11.7,0.6,0.9,11,2013,24,6,False,True,False,False,False
0.0,12.2,2.2,0.5,11,2013,25,0,False,False,False,False,True
0.0,12.2,2.8,1.0,11,2013,26,1,False,False,False,False,True
0.0,14.4,5.6,1.3,11,2013,27,2,False,False,False,False,True
0.0,11.7,3.3,0.7,11,2013,28,3,False,False,False,False,True
0.5,9.4,5.0,2.1,11,2013,29,4,False,False,True,False,False
2.3,11.1,7.2,3.9,11,2013,30,5,False,False,True,False,False
3.0,13.3,7.8,8.8,12,2013,1,6,False,False,True,False,False
4.6,7.8,1.7,3.5,12,2013,2,0,False,False,True,False,False
0.0,5.0,-0.5,5.6,12,2013,3,1,False,False,False,False,True
0.0,4.4,-2.1,1.6,12,2013,4,2,False,False,False,False,True
0.0,1.1,-4.9,2.6,12,2013,5,3,False,False,False,False,True
0.0,1.1,-4.3,4.7,12,2013,6,4,False,False,False,False,True
0.0,0.0,-7.1,3.1,12,2013,7,5,False,False,False,False,True
0.0,2.2,-6.6,2.2,12,2013,8,6,False,False,False,False,True
0.0,1.1,-4.9,1.3,12,2013,9,0,False,False,False,False,True
0.0,5.6,0.6,1.5,12,2013,10,1,False,False,False,False,True
0.0,5.0,-1.6,0.8,12,2013,11,2,False,False,False,False,True
6.9,5.6,-0.5,2.3,12,2013,12,3,False,False,True,False,False
0.5,9.4,5.6,2.9,12,2013,13,4,False,False,True,False,False
0.0,9.4,6.1,3.7,12,2013,14,5,False,False,False,False,True
1.3,11.7,8.3,3.9,12,2013,15,6,False,False,True,False,False
0.3,10.0,4.4,1.0,12,2013,16,0,False,False,True,False,False
0.0,8.3,4.4,2.7,12,2013,17,1,False,False,False,False,True
1.3,7.8,2.2,2.8,12,2013,18,2,False,False,True,False,False
0.0,5.0,0.0,2.1,12,2013,19,3,False,False,False,False,True
5.6,8.3,0.6,3.7,12,2013,20,4,False,False,False,True,False
5.6,8.9,5.6,2.3,12,2013,21,5,False,False,True,False,False
10.7,10.6,8.3,4.0,12,2013,22,6,False,False,True,False,False
1.5,11.7,6.1,5.9,12,2013,23,0,False,False,True,False,False
0.0,8.3,2.8,1.7,12,2013,24,1,False,False,False,False,True
0.0,6.7,1.7,0.8,12,2013,25,2,False,False,False,False,True
0.0,6.7,0.6,0.5,12,2013,26,3,False,False,False,False,True
0.3,8.9,0.0,2.1,12,2013,27,4,False,False,True,False,False
0.0,9.4,3.3,1.3,12,2013,28,5,False,False,False,False,True
0.0,7.2,1.7,1.1,12,2013,29,6,False,False,False,False,True
0.3,8.9,4.4,2.6,12,2013,30,0,False,False,True,False,False
0.5,8.3,5.0,1.7,12,2013,31,1,False,False,True,False,False
0.0,7.2,3.3,1.2,1,2014,1,2,False,False,False,False,True
4.1,10.6,6.1,3.2,1,2014,2,3,False,False,True,False,False
1.5,8.9,2.8,2.6,1,2014,3,4,False,False,True,False,False
0.0,7.8,0.6,2.7,1,2014,4,5,False,True,False,False,False
0.0,8.3,-0.5,3.7,1,2014,5,6,False,False,False,False,True
0.3,7.8,-0.5,2.6,1,2014,6,0,False,False,True,False,False
12.2,8.3,5.0,1.6,1,2014,7,1,False,False,True,False,False
9.7,10.0,7.2,4.6,1,2014,8,2,False,False,True,False,False
5.8,9.4,5.6,6.3,1,2014,9,3,False,False,True,False,False
4.3,12.8,8.3,7.0,1,2014,10,4,False,False,True,False,False
21.3,14.4,7.2,8.8,1,2014,11,5,False,False,True,False,False
1.5,11.1,5.6,8.1,1,2014,12,6,False,False,True,False,False
0.0,10.6,10.0,7.1,1,2014,13,0,False,False,False,False,True
0.0,11.1,7.2,1.3,1,2014,14,1,False,False,False,False,True
0.0,11.1,5.6,2.5,1,2014,15,2,False,False,False,False,True
0.0,6.7,4.4,2.7,1,2014,16,3,False,False,False,False,True
0.0,5.6,2.8,2.3,1,2014,17,4,False,False,False,False,True
0.0,9.4,0.6,2.2,1,2014,18,5,False,False,False,False,True
0.0,6.1,3.3,2.5,1,2014,19,6,False,False,False,False,True
0.0,10.0,2.8,2.2,1,2014,20,0,False,False,False,False,True
0.0,10.0,1.7,1.5,1,2014,21,1,False,False,False,False,True
0.5,9.4,5.6,2.6,1,2014,22,2,False,False,True,False,False
0.0,10.0,2.8,5.2,1,2014,23,3,False,True,False,False,False
0.0,12.8,1.1,1.9,1,2014,24,4,False,False,False,False,True
0.0,12.2,1.1,0.8,1,2014,25,5,False,False,False,False,True
0.0,8.3,0.6,1.3,1,2014,26,6,False,False,False,False,True
0.0,9.4,1.7,1.3,1,2014,27,0,False,False,False,False,True
8.9,11.1,6.1,1.6,1,2014,28,1,False,False,True,False,False
21.6,11.1,7.2,3.4,1,2014,29,2,False,False,True,False,False
0.0,8.3,6.1,6.4,1,2014,30,3,False,False,False,False,True
2.3,7.8,5.6,2.6,1,2014,31,4,False,False,True,False,False
2.0,7.8,2.8,0.8,2,2014,1,5,False,False,True,False,False
0.0,8.9,1.1,2.5,2,2014,2,6,False,False,False,False,True
0.0,5.0,0.0,4.3,2,2014,3,0,False,False,False,False,True
0.0,2.8,-2.1,4.7,2,2014,4,1,False,False,False,False,True
0.0,-0.5,-5.5,6.6,2,2014,5,2,False,False,False,False,True
0.0,-1.6,-6.0,4.5,2,2014,6,3,False,False,False,False,True
0.0,3.3,-4.9,4.2,2,2014,7,4,False,False,False,False,True
5.1,5.6,-0.5,4.6,2,2014,8,5,False,False,False,True,False
0.5,3.9,0.0,2.4,2,2014,9,6,False,False,True,False,False
18.3,10.0,2.2,4.7,2,2014,10,0,False,False,True,False,False
17.0,12.2,5.6,3.8,2,2014,11,1,False,False,True,False,False
4.6,12.2,7.2,6.4,2,2014,12,2,False,False,True,False,False
1.8,12.8,7.8,6.3,2,2014,13,3,False,False,True,False,False
9.4,11.7,6.1,6.4,2,2014,14,4,False,False,True,False,False
11.7,11.1,5.0,5.1,2,2014,15,5,False,False,True,False,False
26.4,9.4,3.9,7.9,2,2014,16,6,False,False,True,False,False
14.5,8.3,4.4,5.5,2,2014,17,0,False,False,True,False,False
15.2,8.9,5.0,6.2,2,2014,18,1,False,False,True,False,False
1.0,8.3,3.9,6.0,2,2014,19,2,False,False,True,False,False
3.0,10.0,5.6,6.9,2,2014,20,3,False,False,True,False,False
2.8,6.7,3.9,2.9,2,2014,21,4,False,False,True,False,False
2.5,5.6,2.8,3.1,2,2014,22,5,False,False,True,False,False
6.1,7.2,3.9,2.6,2,2014,23,6,False,False,True,False,False
13.0,6.7,3.3,3.2,2,2014,24,0,False,False,True,False,False
0.3,12.2,3.9,4.5,2,2014,25,1,False,False,True,False,False
0.0,13.9,5.6,2.5,2,2014,26,2,False,False,False,False,True
0.0,12.8,4.4,2.3,2,2014,27,3,False,False,False,False,True
0.0,14.4,4.4,5.9,2,2014,28,4,False,False,False,False,True
0.5,7.2,4.4,4.7,3,2014,1,5,False,False,True,False,False
19.1,11.1,2.8,5.7,3,2014,2,6,False,False,True,False,False
